,game,model,experiment,episode,metric,value
9315,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_23,Main Score,0.0
9316,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_23,Sum of Points,0.0
9317,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_23,Pareto Optimal,0.0
9318,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Request Count,2.0
9319,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Parsed Request Count,2.0
9320,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Violated Request Count,0.0
9321,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Request Success Ratio,1.0
9322,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Aborted,0.0
9323,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Lose,1.0
9324,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Success,0.0
9325,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Main Score,0.0
9326,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Sum of Points,0.0
9327,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_24,Pareto Optimal,0.0
9328,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Request Count,2.0
9329,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Parsed Request Count,2.0
9330,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Violated Request Count,0.0
9331,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Request Success Ratio,1.0
9332,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Aborted,0.0
9333,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Lose,1.0
9334,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Success,0.0
9335,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Main Score,0.0
9336,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Sum of Points,0.0
9337,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_26,Pareto Optimal,0.0
9338,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_27,Request Count,12.0
9339,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_27,Parsed Request Count,12.0
9340,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_27,Violated Request Count,0.0
9341,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_27,Request Success Ratio,1.0
9342,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_27,Aborted,1.0
9343,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_27,Lose,0.0
9344,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_27,Success,0.0
9345,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_27,Main Score,
9346,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Request Count,2.0
9347,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Parsed Request Count,2.0
9348,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Violated Request Count,0.0
9349,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Request Success Ratio,1.0
9350,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Aborted,0.0
9351,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Lose,1.0
9352,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Success,0.0
9353,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Main Score,0.0
9354,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Sum of Points,0.0
9355,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_28,Pareto Optimal,0.0
9356,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_29,Request Count,1.0
9357,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_29,Parsed Request Count,1.0
9358,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_29,Violated Request Count,0.0
9359,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_29,Request Success Ratio,1.0
9360,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_29,Aborted,1.0
9361,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_29,Lose,0.0
9362,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_29,Success,0.0
9363,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_29,Main Score,
9364,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Request Count,2.0
9365,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Parsed Request Count,2.0
9366,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Violated Request Count,0.0
9367,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Request Success Ratio,1.0
9368,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Aborted,0.0
9369,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Lose,1.0
9370,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Success,0.0
9371,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Main Score,0.0
9372,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Sum of Points,0.0
9373,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_30,Pareto Optimal,0.0
9374,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Request Count,2.0
9375,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Parsed Request Count,2.0
9376,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Violated Request Count,0.0
9377,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Request Success Ratio,1.0
9378,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Aborted,0.0
9379,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Lose,0.0
9380,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Success,1.0
9381,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Main Score,64.28571428571428
9382,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Sum of Points,0.6428571428571429
9383,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_31,Pareto Optimal,0.0
9384,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Request Count,2.0
9385,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Parsed Request Count,2.0
9386,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Violated Request Count,0.0
9387,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Request Success Ratio,1.0
9388,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Aborted,0.0
9389,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Lose,1.0
9390,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Success,0.0
9391,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Main Score,0.0
9392,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Sum of Points,0.0
9393,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_33,Pareto Optimal,0.0
9394,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Request Count,2.0
9395,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Parsed Request Count,2.0
9396,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Violated Request Count,0.0
9397,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Request Success Ratio,1.0
9398,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Aborted,0.0
9399,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Lose,1.0
9400,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Success,0.0
9401,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Main Score,0.0
9402,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Sum of Points,0.0
9403,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_34,Pareto Optimal,0.0
9404,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Request Count,2.0
9405,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Parsed Request Count,2.0
9406,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Violated Request Count,0.0
9407,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Request Success Ratio,1.0
9408,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Aborted,0.0
9409,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Lose,0.0
9410,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Success,1.0
9411,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Main Score,71.42857142857143
9412,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Sum of Points,0.7142857142857143
9413,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_35,Pareto Optimal,0.0
9414,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Request Count,2.0
9415,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Parsed Request Count,2.0
9416,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Violated Request Count,0.0
9417,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Request Success Ratio,1.0
9418,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Aborted,0.0
9419,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Lose,1.0
9420,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Success,0.0
9421,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Main Score,0.0
9422,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Sum of Points,0.0
9423,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_36,Pareto Optimal,0.0
9424,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Request Count,2.0
9425,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Parsed Request Count,2.0
9426,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Violated Request Count,0.0
9427,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Request Success Ratio,1.0
9428,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Aborted,0.0
9429,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Lose,1.0
9430,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Success,0.0
9431,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Main Score,0.0
9432,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Sum of Points,0.0
9433,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_37,Pareto Optimal,0.0
9434,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Request Count,2.0
9435,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Parsed Request Count,2.0
9436,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Violated Request Count,0.0
9437,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Request Success Ratio,1.0
9438,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Aborted,0.0
9439,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Lose,0.0
9440,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Success,1.0
9441,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Main Score,56.25
9442,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Sum of Points,0.5625
9443,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_38,Pareto Optimal,0.0
9444,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Request Count,2.0
9445,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Parsed Request Count,2.0
9446,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Violated Request Count,0.0
9447,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Request Success Ratio,1.0
9448,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Aborted,0.0
9449,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Lose,1.0
9450,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Success,0.0
9451,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Main Score,0.0
9452,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Sum of Points,0.0
9453,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_39,Pareto Optimal,0.0
9454,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Request Count,2.0
9455,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Parsed Request Count,2.0
9456,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Violated Request Count,0.0
9457,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Request Success Ratio,1.0
9458,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Aborted,0.0
9459,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Lose,1.0
9460,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Success,0.0
9461,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Main Score,0.0
9462,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Sum of Points,0.0
9463,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_40,Pareto Optimal,0.0
9464,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Request Count,2.0
9465,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Parsed Request Count,2.0
9466,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Violated Request Count,0.0
9467,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Request Success Ratio,1.0
9468,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Aborted,0.0
9469,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Lose,0.0
9470,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Success,1.0
9471,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Main Score,55.55555555555556
9472,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Sum of Points,0.5555555555555556
9473,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_41,Pareto Optimal,0.0
9474,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Request Count,2.0
9475,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Parsed Request Count,2.0
9476,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Violated Request Count,0.0
9477,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Request Success Ratio,1.0
9478,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Aborted,0.0
9479,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Lose,1.0
9480,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Success,0.0
9481,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Main Score,0.0
9482,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Sum of Points,0.0
9483,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_42,Pareto Optimal,0.0
9484,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Request Count,2.0
9485,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Parsed Request Count,2.0
9486,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Violated Request Count,0.0
9487,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Request Success Ratio,1.0
9488,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Aborted,0.0
9489,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Lose,1.0
9490,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Success,0.0
9491,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Main Score,0.0
9492,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Sum of Points,0.0
9493,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_45,Pareto Optimal,0.0
9494,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Request Count,2.0
9495,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Parsed Request Count,2.0
9496,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Violated Request Count,0.0
9497,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Request Success Ratio,1.0
9498,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Aborted,0.0
9499,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Lose,1.0
9500,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Success,0.0
9501,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Main Score,0.0
9502,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Sum of Points,0.0
9503,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_46,Pareto Optimal,0.0
9504,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Request Count,2.0
9505,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Parsed Request Count,2.0
9506,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Violated Request Count,0.0
9507,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Request Success Ratio,1.0
9508,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Aborted,0.0
9509,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Lose,1.0
9510,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Success,0.0
9511,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Main Score,0.0
9512,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Sum of Points,0.0
9513,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_48,Pareto Optimal,0.0
9514,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_49,Request Count,2.0
9515,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_49,Parsed Request Count,2.0
9516,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_49,Violated Request Count,0.0
9517,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_49,Request Success Ratio,1.0
9518,dond,gpt-3.5-turbo-0125-t0.0--gpt-3.5-turbo-0125-t0.0,0_coop_de,episode_49,Aborted,1.0
